,pred_dust_percent,speed_discrete,dust>50,dust>35,dust>25,dust>15,dust>5,collected_on_localtime,is_rev1,camera_location,camera_location_grouped,latitude,longitude,robot_name,operation_time,id,collected_on_localtime,speed_kph
227937,0.0,B:2-10,False,False,False,False,False,2022-07-16 12:01:50.131000-05:00,loamy,side-right-right,rev1_side_rear,42.47214219999999,-92.4403222,loamy_83,daytime,634749caab7e260a36d9ae40,2022-07-16 12:01:50.131000-05:00,4.859375
219260,0.0,B:2-10,False,False,False,False,False,2022-04-26 17:09:59.062000-05:00,hitchhiker,side-left-right,rev1_side_rear,43.18221419999999,-91.4368858,hitchhiker_26,daytime,62c761837e2c1f92ec2027b7,2022-04-26 17:09:59.062000-05:00,9.44140625
27902,0.0,A:0-2,False,False,False,False,False,2021-12-18 12:57:33.977000-06:00,loamy,front-left-right,rev1_side_front,32.427895199999995,-100.5261804,loamy_735,daytime,61c41083a11c7feb8255a7ac,2021-12-18 12:57:33.977000-06:00,0.0078125
185929,0.0,D:25+,False,False,False,False,False,2023-04-20 07:43:27.900000-05:00,hitchhiker,front-center-right,rev1_front,40.19025959999999,-86.05811390000001,hitchhiker_44,daytime,64a2c60994bd8fa8923bdb0f,2023-04-20 07:43:27.900000-05:00,41.484375
68871,0.0,A:0-2,False,False,False,False,False,2022-03-04 10:57:24.269000-06:00,loamy,side-left-right,rev1_side_rear,30.922152799999992,-96.6385876,loamy_733,daytime,627db913fb6228f7d140f4f6,2022-03-04 10:57:24.269000-06:00,0.00390625
131279,11.72256469726562,A:0-2,False,False,False,False,True,2021-10-12 19:22:08.410000-05:00,loamy,front-center-left,rev1_front,43.98754099999999,-96.4078225,loamy_733,nightime,61724ba29ba7e75503313505,2021-10-12 19:22:08.410000-05:00,0.00390625
90189,0.0,A:0-2,False,False,False,False,False,2021-12-20 16:53:54.396000-06:00,loamy,front-left-left,rev1_side_front,32.42096219999999,-100.5302554,loamy_735,daytime,61e167685838be5b510ef6f5,2021-12-20 16:53:54.396000-06:00,0.0
102567,0.0,A:0-2,False,False,False,False,False,2022-07-14 16:22:59.226000-05:00,loamy,side-left-right,rev1_side_rear,36.95388689999999,-121.518964,loamy_06,daytime,62d0fd0e841cef0b45823684,2022-07-14 16:22:59.226000-05:00,0.00390625
158861,0.0,A:0-2,False,False,False,False,False,2023-04-10 13:56:41.940000-05:00,loamy,front-center-left,rev1_front,42.06096259999999,-94.1195073,loamy_710,daytime,644062d57212f66197d74c86,2023-04-10 13:56:41.940000-05:00,0.01171875
25004,0.0,C:10-25,False,False,False,False,False,2021-08-27 18:12:33.987000-05:00,loamy,front-center-right,rev1_front,32.36412039999999,-91.9078176,loamy_05,daytime,61325ce72e79e9a3b31e131f,2021-08-27 18:12:33.987000-05:00,11.7265625
115254,0.0,A:0-2,False,False,False,False,False,2022-03-14 18:06:50.745000-05:00,hitchhiker,side-right-right,rev1_side_rear,27.68329439999999,-97.700782,hitchhiker_47,daytime,6367f867ad7abcca8a87eb5c,2022-03-14 18:06:50.745000-05:00,0.0
1404,0.0,B:2-10,False,False,False,False,False,2022-05-14 10:55:15.749000-05:00,loamy,front-left-right,rev1_side_front,40.87180179999999,-85.3243455,loamy_733,daytime,62875072371399a4bc718f2f,2022-05-14 10:55:15.749000-05:00,8.0625
151759,0.0,B:2-10,False,False,False,False,False,2023-07-18 09:39:31.805000-05:00,bedrock,T04,halo_front,36.95407769999999,-121.5197997,bedrock_391,daytime,64b8b40a235017ddd0f270df,2023-07-18 09:39:31.805000-05:00,4.2578125
205887,0.0,A:0-2,False,False,False,False,False,2023-04-18 08:43:11.235000-05:00,hitchhiker,front-center-right,rev1_front,41.03879289999999,-90.0147543,hitchhiker_13,daytime,649e4d9f7bea66c9056549b5,2023-04-18 08:43:11.235000-05:00,0.00390625
174590,0.0,B:2-10,False,False,False,False,False,2021-12-10 15:51:58.762000-06:00,loamy,rear-right,rev1_rear,36.953064599999976,-121.517176,loamy_06,daytime,61b3f8eef2f41a5e365f9751,2021-12-10 15:51:58.762000-06:00,6.359375
1037,0.0,C:10-25,False,False,False,False,False,2021-10-10 12:36:42.332000-05:00,loamy,rear-right,rev1_rear,35.684437799999984,-91.2029767,loamy_05,daytime,616707ff44fd1b29cf8c9716,2021-10-10 12:36:42.332000-05:00,15.7890625
73299,0.0,A:0-2,False,False,False,False,False,2023-05-16 15:39:29.022000-05:00,hitchhiker,T04,halo_front,46.64463609999999,-97.0123601,hitchhiker_121,daytime,6467e0d66537f2478a120fff,2023-05-16 15:39:29.022000-05:00,0.0078125
79809,0.061798095703120004,C:10-25,False,False,False,False,False,2022-10-12 15:53:35.888000-05:00,peaty,rear-left,rev1_rear,38.68243359999999,-87.42991640000001,peaty_05,daytime,634dead423982a997d5ff8f7,2022-10-12 15:53:35.888000-05:00,12.94140625
91159,18.874359130859368,B:2-10,False,False,False,True,True,2022-03-24 19:31:52.669000-05:00,hitchhiker,front-left-right,rev1_side_front,32.13240679999999,-84.14191890000001,hitchhiker_18,nightime,62d847ae4520ba9352861386,2022-03-24 19:31:52.669000-05:00,9.6953125
76223,0.0,B:2-10,False,False,False,False,False,2022-10-07 10:35:40.528000-05:00,hitchhiker,front-right-right,rev1_side_front,41.69011839999999,-88.47207130000001,hitchhiker_19,daytime,63421ae8cff5223c56f91112,2022-10-07 10:35:40.528000-05:00,9.16015625
69221,0.0,C:10-25,False,False,False,False,False,2022-08-12 20:28:50.451000-05:00,loamy,front-right-right,rev1_side_front,44.70980469999999,-98.8365615,loamy_756,daytime,62fd4a24eec70afa2013ae78,2022-08-12 20:28:50.451000-05:00,12.3671875
36991,0.0,B:2-10,False,False,False,False,False,2022-05-28 16:45:05.224000-05:00,hitchhiker,rear-right,rev1_rear,36.24896469999999,-119.5762929,hitchhiker_32,daytime,6354ee6a32f0dc131be88485,2022-05-28 16:45:05.224000-05:00,2.7578125
93098,0.0,B:2-10,False,False,False,False,False,2022-10-27 20:13:27.081000-05:00,loamy,front-left-left,rev1_side_front,43.61375329999999,-93.9675371,loamy_731,nightime,638c8b3cddfbdf44fd7686e1,2022-10-27 20:13:27.081000-05:00,9.62890625
139478,0.0,D:25+,False,False,False,False,False,2023-06-28 16:00:01.555000-05:00,halohitchhiker,T13,halo_side,35.56588009999999,-98.8626632,halohitchhiker_102,daytime,64adfc2a61d924008f3a8d03,2023-06-28 16:00:01.555000-05:00,32.05078125
88714,0.0,A:0-2,False,False,False,False,False,2022-07-25 23:25:47.112000-05:00,loamy,side-left-left,rev1_side_rear,37.00230779999999,-98.6294022,loamy_733,nightime,62e1a6035f3d1286c78fe8fa,2022-07-25 23:25:47.112000-05:00,0.00390625
202013,0.0,B:2-10,False,False,False,False,False,2022-09-20 09:42:20.440000-05:00,hitchhiker,side-left-left,rev1_side_rear,35.41142839999999,-91.2751274,hitchhiker_41,daytime,632faaf5a0abd55987a60996,2022-09-20 09:42:20.440000-05:00,8.92578125
170802,0.0,A:0-2,False,False,False,False,False,2021-09-10 21:56:33.842000-05:00,loamy,side-left-left,rev1_side_rear,32.347294799999986,-91.9041283,loamy_05,nightime,6145e7d78177395d4e3007eb,2021-09-10 21:56:33.842000-05:00,0.00390625
211612,51.921844482421875,B:2-10,True,True,True,True,True,2022-07-11 22:58:32.507000-05:00,hitchhiker,front-left-left,rev1_side_front,41.29493139999999,-104.0323193,hitchhiker_19,nightime,63386673aa1112b902972e3e,2022-07-11 22:58:32.507000-05:00,6.84375
90074,0.0,A:0-2,False,False,False,False,False,2021-10-27 16:03:37.031000-05:00,loamy,front-left-right,rev1_side_front,35.5091295,-91.2308461,loamy_05,daytime,6181176436a0e8a94a6678c2,2021-10-27 16:03:37.031000-05:00,0.9765625
166104,0.0,B:2-10,False,False,False,False,False,2023-04-11 11:49:10.448000-05:00,loamy,front-left-right,rev1_side_front,41.76676059999999,-93.4905125,loamy_752,daytime,64431d7b53d575317038a52f,2023-04-11 11:49:10.448000-05:00,5.078125
14662,0.0,B:2-10,False,False,False,False,False,2021-11-07 13:53:30.758000-06:00,loamy,side-left-right,rev1_side_rear,41.7447316,-93.5480316,loamy_204,daytime,61900482716b22fd5819df6b,2021-11-07 13:53:30.758000-06:00,8.3828125
153868,0.0,D:25+,False,False,False,False,False,2022-06-20 16:15:17.054000-05:00,hitchhiker,front-center-right,rev1_front,35.78509069999999,-91.2069548,hitchhiker_30,daytime,63387ce35a319f01dd4f359c,2022-06-20 16:15:17.054000-05:00,36.0390625
47759,0.0,B:2-10,False,False,False,False,False,2022-10-31 16:44:07.710000-05:00,loamy,front-left-right,rev1_side_front,43.77718389999999,-93.8445669,loamy_799,daytime,6398072590a9266522f21d9f,2022-10-31 16:44:07.710000-05:00,9.7421875
209102,0.0,B:2-10,False,False,False,False,False,2021-10-18 12:57:53.353000-05:00,loamy,side-right-right,rev1_side_rear,36.95404059999999,-121.5195119,loamy_06,daytime,616fa0fbfcfdee457c091188,2021-10-18 12:57:53.353000-05:00,4.61328125
39019,0.0,C:10-25,False,False,False,False,False,2023-04-26 18:28:33.282000-05:00,hitchhiker,T09,halo_rear,40.16334019999999,-85.8061586,hitchhiker_102,daytime,64aa8bb5f19a6fbe63c229f2,2023-04-26 18:28:33.282000-05:00,10.109375
62935,0.0,B:2-10,False,False,False,False,False,2022-02-23 15:03:01.363000-06:00,loamy,side-right-left,rev1_side_rear,36.3689067,-101.222358,loamy_752,daytime,62841c80e768624c8de1d6a3,2022-02-23 15:03:01.363000-06:00,6.67578125
94457,0.0,B:2-10,False,False,False,False,False,2022-09-30 04:19:19.872000-05:00,loamy,side-right-right,rev1_side_rear,44.13519649999999,-96.7155214,loamy_756,nightime,63d02f06843ff9ccc1a1baeb,2022-09-30 04:19:19.872000-05:00,9.97265625
21688,0.0,A:0-2,False,False,False,False,False,2022-05-16 13:01:01.761000-05:00,loamy,side-right-left,rev1_side_rear,41.74968129999999,-89.4006636,loamy_752,daytime,629186233109be04ef2215c5,2022-05-16 13:01:01.761000-05:00,0.0078125
151830,0.0,A:0-2,False,False,False,False,False,2022-05-14 13:20:07.032000-05:00,hitchhiker,front-right-right,rev1_side_front,39.97993709999999,-85.4812735,hitchhiker_22,daytime,62cddd917418609553070a04,2022-05-14 13:20:07.032000-05:00,0.01953125
203960,0.0,B:2-10,False,False,False,False,False,2022-04-30 10:40:24.203000-05:00,hitchhiker,front-center-right,rev1_front,35.77439099999999,-91.2387162,hitchhiker_30,daytime,62bcf57248504364bd879909,2022-04-30 10:40:24.203000-05:00,6.5625
206591,0.0,A:0-2,False,False,False,False,False,2022-11-03 13:48:36.309000-05:00,peaty,side-left-right,rev1_side_rear,41.81421709999999,-93.6185245,peaty_07,daytime,63a2f0d9733c9ae4c3ebbe72,2022-11-03 13:48:36.309000-05:00,1.984375
12949,0.0,A:0-2,False,False,False,False,False,2023-06-28 18:48:20.096000-05:00,loamy,front-left-left,rev1_side_front,36.95361849999999,-121.5179738,loamy_6,daytime,649fe826b81fba519039ac9a,2023-06-28 18:48:20.096000-05:00,0.0078125
91918,0.0,A:0-2,False,False,False,False,False,2023-04-23 14:17:00.468000-05:00,loamy,front-right-left,rev1_side_front,41.40094199999999,-89.31754260000001,loamy_842,daytime,644730d253d57531703dca5e,2023-04-23 14:17:00.468000-05:00,0.01171875
42381,0.0,A:0-2,False,False,False,False,False,2022-07-14 16:58:06.136000-05:00,loamy,side-right-left,rev1_side_rear,36.95280279999999,-121.5205993,loamy_06,daytime,62d0f75963a642b2239d5aae,2022-07-14 16:58:06.136000-05:00,0.00390625
44326,0.0,C:10-25,False,False,False,False,False,2022-01-17 17:53:38.479000-06:00,loamy,front-center-left,rev1_front,32.3920043,-100.6052442,loamy_733,daytime,61ebe7202b460accb7d311ee,2022-01-17 17:53:38.479000-06:00,10.078125
15988,0.0,C:10-25,False,False,False,False,False,2022-08-15 13:19:18.946000-05:00,loamy,front-center-left,rev1_front,41.76273449999999,-93.4921779,loamy_752,daytime,631ad355fd24a4457886892c,2022-08-15 13:19:18.946000-05:00,11.4609375
4956,0.0,C:10-25,False,False,False,False,False,2023-07-18 12:10:20.784000-05:00,bedrock,T04,halo_front,36.95079459999999,-121.5140979,bedrock_391,daytime,64b87f7c2404d95682ddf492,2023-07-18 12:10:20.784000-05:00,11.69921875
7973,0.0,A:0-2,False,False,False,False,False,2021-08-12 08:47:04-05:00,loamy,side-right-right,rev1_side_rear,32.34952079999999,-91.866698,loamy_05,daytime,6141a551188610fd09879fee,2021-08-12 08:47:04-05:00,0.0078125
110298,0.8575439453125,C:10-25,False,False,False,False,False,2022-01-20 07:13:08.291000-06:00,loamy,front-left-right,rev1_side_front,32.889219699999984,-101.1126092,loamy_733,nightime,61fb52a8b4e0f9e9673d7d87,2022-01-20 07:13:08.291000-06:00,13.53125
51103,0.0,B:2-10,False,False,False,False,False,2021-09-27 18:54:54.411000-05:00,peaty,side-left-right,rev1_side_rear,32.19650829999998,-91.8555919,peaty_02,daytime,616076833dc3e67fa19a290a,2021-09-27 18:54:54.411000-05:00,3.9609375
57213,0.0,A:0-2,False,False,False,False,False,2023-05-11 09:43:35.480000-05:00,hitchhiker,T08,halo_side,38.58373559999999,-87.99311580000001,hitchhiker_111,daytime,646443ff10503aeec1506c4c,2023-05-11 09:43:35.480000-05:00,0.04296875
108895,23.78997802734375,B:2-10,False,False,False,True,True,2021-10-12 19:23:59.605000-05:00,loamy,front-right-left,rev1_side_front,43.98748799999999,-96.4076923,loamy_733,nightime,61725149b4676bcde61c9b65,2021-10-12 19:23:59.605000-05:00,5.625
109798,0.0,A:0-2,False,False,False,False,False,2021-12-17 13:04:52.913000-06:00,loamy,front-center-right,rev1_front,32.39815589999998,-100.5870998,loamy_733,daytime,61c3a7faa11c7feb8253a0fd,2021-12-17 13:04:52.913000-06:00,0.01953125
160310,0.0,D:25+,False,False,False,False,False,2023-05-02 18:04:45.879000-05:00,hitchhiker,front-left-left,rev1_side_front,44.74857809999999,-94.1811414,hitchhiker_27,daytime,648136e73fc9ea522e44cc39,2023-05-02 18:04:45.879000-05:00,42.01953125
228522,35.80322265625,C:10-25,False,True,True,True,True,2022-01-24 20:56:29.826000-06:00,loamy,front-left-left,rev1_side_front,36.9536937,-121.5188241,loamy_06,nightime,61f0baedf5f4ca82335608b2,2022-01-24 20:56:29.826000-06:00,11.15625
190028,0.0,A:0-2,False,False,False,False,False,2022-05-19 14:23:48.645000-05:00,hitchhiker,front-right-left,rev1_side_front,35.70716459999999,-91.1972676,hitchhiker_30,daytime,62bd6eaadc9f2a5c3ab55f3c,2022-05-19 14:23:48.645000-05:00,1.4140625
193609,0.0,D:25+,False,False,False,False,False,2023-04-26 08:08:17.496000-05:00,hitchhiker,front-center-right,rev1_front,41.05269019999999,-90.0976702,hitchhiker_13,daytime,649deea05ff7a72a1c8b6a9c,2023-04-26 08:08:17.496000-05:00,39.34375
56552,39.50958251953125,A:0-2,False,True,True,True,True,2023-04-15 10:23:52.350000-05:00,loamy,front-right-left,rev1_side_front,41.11037879999999,-87.7868873,loamy_733,daytime,64441ba979d25ae22d30bfeb,2023-04-15 10:23:52.350000-05:00,0.16796875
177757,0.0,C:10-25,False,False,False,False,False,2023-05-06 20:30:41.742000-05:00,hitchhiker,T02,halo_front,40.18025769999999,-85.6462802,hitchhiker_101,nightime,645b596b0850b49985ec284f,2023-05-06 20:30:41.742000-05:00,16.44140625
126610,0.0,C:10-25,False,False,False,False,False,2023-05-05 14:30:26.907000-05:00,hitchhiker,T14,halo_side,40.17770019999999,-85.8633068,hitchhiker_102,daytime,645c06a2c3a771d436d92b8d,2023-05-05 14:30:26.907000-05:00,14.2265625
218032,0.0,B:2-10,False,False,False,False,False,2023-05-20 08:18:41.097000-05:00,hitchhiker,T09,halo_rear,47.02417989999999,-97.4979658,hitchhiker_122,daytime,646ed2b2da91cb629ac9f2d1,2023-05-20 08:18:41.097000-05:00,9.30859375
34059,20.371246337890618,D:25+,False,False,False,True,True,2022-01-08 00:50:18.151000-06:00,loamy,rear-left,rev1_rear,32.39166499999999,-100.5253189,loamy_735,nightime,63057da35b68da5693e51ba6,2022-01-08 00:50:18.151000-06:00,41.734375
98752,0.0,A:0-2,False,False,False,False,False,2021-11-07 01:09:59.591000-05:00,loamy,side-left-left,rev1_side_rear,43.60896079999998,-94.0060121,loamy_752,nightime,618f771636f4106b6ab96576,2021-11-07 01:09:59.591000-05:00,0.0078125
201406,0.0,B:2-10,False,False,False,False,False,2022-09-08 21:19:17.903000-05:00,loamy,front-left-right,rev1_side_front,44.62752399999999,-98.7872398,loamy_756,nightime,6320d936bc0e41f367734eec,2022-09-08 21:19:17.903000-05:00,6.03125
56695,0.0,A:0-2,False,False,False,False,False,2021-08-27 10:29:12-05:00,loamy,side-left-right,rev1_side_rear,32.334621,-91.8994068,loamy_05,daytime,6132337407f02da9f0d43e4b,2021-08-27 10:29:12-05:00,0.01953125
108203,0.0,A:0-2,False,False,False,False,False,2023-04-17 06:19:25.043000-05:00,hitchhiker,front-right-right,rev1_side_front,37.36538759999999,-87.6930336,hitchhiker_28,daytime,64567b015535de5b7abfa832,2023-04-17 06:19:25.043000-05:00,0.0078125
170531,0.0,D:25+,False,False,False,False,False,2022-04-24 13:10:59.119000-05:00,hitchhiker,front-right-left,rev1_side_front,39.93267889999999,-85.458256,hitchhiker_22,daytime,62cda7829bc0f2ca85d7ffea,2022-04-24 13:10:59.119000-05:00,41.80078125
45877,0.0,A:0-2,False,False,False,False,False,2022-01-27 17:08:36.322000-06:00,loamy,side-right-left,rev1_side_rear,36.9543118,-121.5195319,loamy_06,daytime,61f475e97fc5afa2a5eee591,2022-01-27 17:08:36.322000-06:00,0.00390625
53087,0.0,A:0-2,False,False,False,False,False,2022-06-03 10:12:42.050000-05:00,loamy,front-right-left,rev1_side_front,46.34818779999999,-97.4680135,loamy_733,daytime,62a09d8ae5c956f30ab86f77,2022-06-03 10:12:42.050000-05:00,0.0
29301,0.0,B:2-10,False,False,False,False,False,2022-10-17 09:22:53.206000-05:00,loamy,rear-right,rev1_rear,42.11372079999999,-96.1753171,loamy_253,daytime,635b47b82da6a0b1fdedc62e,2022-10-17 09:22:53.206000-05:00,7.60546875
17137,0.0,C:10-25,False,False,False,False,False,2021-10-24 10:29:47.868000-05:00,loamy,front-center-left,rev1_front,43.61613599999998,-94.0459238,loamy_735,daytime,6181e48736ac1371200eade6,2021-10-24 10:29:47.868000-05:00,11.32421875
232418,0.0,D:25+,False,False,False,False,False,2021-09-16 18:02:41.638000-05:00,loamy,front-left-right,rev1_side_front,32.3752628,-91.9123942,loamy_735,daytime,61536b9129063edda1fa7417,2021-09-16 18:02:41.638000-05:00,29.46875
116311,0.0,A:0-2,False,False,False,False,False,2021-12-14 16:36:00.004000-06:00,loamy,front-left-left,rev1_side_front,36.35275349999998,-101.2690543,loamy_752,daytime,61c519c541ba7cfa09420ee1,2021-12-14 16:36:00.004000-06:00,0.0
56905,0.0,B:2-10,False,False,False,False,False,2021-09-28 17:56:27.677000-05:00,triton,side-left-left,rev1_side_rear,32.024598199999986,-84.0315437,triton_01,daytime,615788a0b8b9f5e0bc01a9b0,2021-09-28 17:56:27.677000-05:00,4.69140625
125972,0.0,B:2-10,False,False,False,False,False,2023-07-07 18:42:36.789000-05:00,loamy,front-left-left,rev1_side_front,36.95222219999999,-121.5192361,loamy_6,daytime,64aaa5759dd5e2d99da4c4ae,2023-07-07 18:42:36.789000-05:00,6.24609375
105863,0.57449340820312,B:2-10,False,False,False,False,False,2022-09-08 17:38:23.344000-05:00,loamy,front-left-right,rev1_side_front,44.62785759999999,-98.8070504,loamy_756,daytime,6320ee67c61bbe6afd81867f,2022-09-08 17:38:23.344000-05:00,5.87890625
116014,0.0,A:0-2,False,False,False,False,False,2022-09-25 09:04:31.985000-05:00,loamy,front-right-right,rev1_side_front,44.23887559999999,-96.6740916,loamy_756,daytime,633670efaa1112b902945564,2022-09-25 09:04:31.985000-05:00,0.0
96236,0.0,A:0-2,False,False,False,False,False,2022-02-18 06:28:14.401000-06:00,loamy,side-right-right,rev1_side_rear,36.1686028,-100.8959333,loamy_752,nightime,6283b888b096265758adb84f,2022-02-18 06:28:14.401000-06:00,0.00390625
45861,0.0,A:0-2,False,False,False,False,False,2022-09-01 00:49:34.927000-05:00,loamy,side-left-right,rev1_side_rear,44.33878669999999,-98.7017861,loamy_756,nightime,631dd979f66d51299333b597,2022-09-01 00:49:34.927000-05:00,0.0078125
210654,0.003814697265625,A:0-2,False,False,False,False,False,2022-04-05 06:39:26.505000-05:00,hitchhiker,front-left-right,rev1_side_front,31.95319069999999,-84.04416090000001,hitchhiker_18,daytime,62d868cb3a09952934a62bdf,2022-04-05 06:39:26.505000-05:00,0.015625
205952,0.0,A:0-2,False,False,False,False,False,2022-10-05 11:09:50.629000-05:00,hitchhiker,side-left-left,rev1_side_rear,35.43655529999999,-91.2073688,hitchhiker_41,daytime,63407c784b4e878c529da7e5,2022-10-05 11:09:50.629000-05:00,0.00390625
65937,8.42666625976562,C:10-25,False,False,False,False,True,2021-10-26 20:11:09.081000-05:00,loamy,front-right-right,rev1_side_front,35.652549299999976,-91.2163995,loamy_05,nightime,617f725b79b5eaa8a7d5e5e7,2021-10-26 20:11:09.081000-05:00,15.9375
194697,52.47344970703125,C:10-25,True,True,True,True,True,2022-06-20 21:33:56.631000-05:00,hitchhiker,front-left-right,rev1_side_front,35.78530279999999,-91.2181945,hitchhiker_30,nightime,632c89a6d6b71cbe64c899a8,2022-06-20 21:33:56.631000-05:00,17.15234375
12776,0.80184936523437,B:2-10,False,False,False,False,False,2021-08-13 23:50:33.185000-05:00,loamy,front-left-left,rev1_side_front,32.3553531,-91.8692961,loamy_05,nightime,611da335b68d3dc773475b2c,2021-08-13 23:50:33.185000-05:00,4.234375
123691,0.0,A:0-2,False,False,False,False,False,2022-03-09 21:13:33.562000-06:00,loamy,side-left-right,rev1_side_rear,36.952573,-121.5213644,loamy_06,nightime,627db56cced080bd315bd9b0,2022-03-09 21:13:33.562000-06:00,0.0
123003,0.0,C:10-25,False,False,False,False,False,2022-05-07 21:56:40.434000-05:00,hitchhiker,side-left-right,rev1_side_rear,43.17892199999999,-91.3722495,hitchhiker_26,nightime,62c775137ddccfb0388c2fa3,2022-05-07 21:56:40.434000-05:00,12.74609375
141412,0.0,B:2-10,False,False,False,False,False,2023-04-18 15:02:53.139000-05:00,hitchhiker,T03,halo_front,39.40102109999999,-89.157892,hitchhiker_111,daytime,64549781a4ba48902f67c7ab,2023-04-18 15:02:53.139000-05:00,6.5078125
43162,0.0,A:0-2,False,False,False,False,False,2021-10-10 16:21:55.800000-05:00,loamy,front-right-left,rev1_side_front,35.68027529999998,-91.2094185,loamy_05,daytime,616725dced428d631123d650,2021-10-10 16:21:55.800000-05:00,0.01953125
120783,1.27334594726562,A:0-2,False,False,False,False,False,2022-02-28 22:37:47.574000-06:00,hitchhiker,front-center-left,rev1_front,37.38362679999999,-122.0358636,hitchhiker_10,nightime,62a97701db192d584a14bf7e,2022-02-28 22:37:47.574000-06:00,0.0
212050,0.0,C:10-25,False,False,False,False,False,2022-05-14 19:31:36.750000-05:00,hitchhiker,front-center-left,rev1_front,39.98446919999999,-85.4530745,hitchhiker_22,daytime,62cde161ac8b603d00145df3,2022-05-14 19:31:36.750000-05:00,10.98828125
175974,0.0,C:10-25,False,False,False,False,False,2023-06-25 22:02:15.432000-05:00,halohitchhiker,T06,halo_side,38.74032329999999,-88.0277978,halohitchhiker_111,nightime,64b48ecb96da59a3f4cddd49,2023-06-25 22:02:15.432000-05:00,10.20703125
66289,0.0,A:0-2,False,False,False,False,False,2021-08-24 19:26:10.559000-05:00,loamy,side-right-left,rev1_side_rear,32.33989359999998,-91.8878294,loamy_05,daytime,6143d56ceb700d47b759056c,2021-08-24 19:26:10.559000-05:00,0.015625
73282,0.0,B:2-10,False,False,False,False,False,2021-10-30 15:12:23.521000-05:00,loamy,front-right-right,rev1_side_front,35.51095129999999,-91.2318584,loamy_05,daytime,61a705712f974964c271816c,2021-10-30 15:12:23.521000-05:00,7.71484375
137573,0.0,A:0-2,False,False,False,False,False,2023-05-11 10:28:04.790000-05:00,hitchhiker,front-right-left,rev1_side_front,42.47018699999999,-96.5056206,hitchhiker_45,daytime,64a013badf582a99ec7467d9,2023-05-11 10:28:04.790000-05:00,1.5625
213801,0.0,D:25+,False,False,False,False,False,2023-04-28 09:30:48.038000-05:00,hitchhiker,front-center-right,rev1_front,41.03473799999999,-90.1748307,hitchhiker_13,daytime,649ddf6e45af72be2ea80594,2023-04-28 09:30:48.038000-05:00,30.51171875
25466,0.0,A:0-2,False,False,False,False,False,2022-01-28 13:16:24.326000-06:00,loamy,front-right-right,rev1_side_front,32.9094916,-101.2234824,loamy_733,daytime,61fa5c4d4cface1889dea8ec,2022-01-28 13:16:24.326000-06:00,0.00390625
199335,0.0,A:0-2,False,False,False,False,False,2023-05-09 16:15:44.503000-05:00,hitchhiker,T01,halo_front,39.12391929999999,-88.5146263,hitchhiker_111,daytime,6464c856c0a57af43c33cebe,2023-05-09 16:15:44.503000-05:00,0.0078125
67087,52.545928955078125,C:10-25,True,True,True,True,True,2022-08-02 23:26:50.165000-05:00,loamy,side-right-right,rev1_side_rear,37.02055789999999,-98.6527398,loamy_733,nightime,62f1a37fba0dda504aa92026,2022-08-02 23:26:50.165000-05:00,12.26171875
192946,0.0,C:10-25,False,False,False,False,False,2021-09-10 22:54:06.491000-05:00,loamy,front-center-left,rev1_front,32.35196959999999,-91.9003478,loamy_05,nightime,614660fb1af80ff90e0b399b,2021-09-10 22:54:06.491000-05:00,10.12109375
52361,0.0,A:0-2,False,False,False,False,False,2021-12-04 17:19:04.123000-06:00,loamy,side-left-right,rev1_side_rear,41.7762257,-93.2215743,loamy_204,nightime,61b03b9dde75b11c63733f79,2021-12-04 17:19:04.123000-06:00,0.03125
7959,0.0,A:0-2,False,False,False,False,False,2022-10-03 21:33:30.422000-05:00,loamy,side-left-left,rev1_side_rear,36.95318819999999,-121.5183976,loamy_06,nightime,6347ee60f981059b0125ae63,2022-10-03 21:33:30.422000-05:00,0.0
93706,25.946044921875,B:2-10,False,False,True,True,True,2022-08-11 01:29:26.529000-05:00,loamy,front-left-left,rev1_side_front,44.63430689999999,-98.787594,loamy_756,nightime,62fda6b864ae91bed77ec15c,2022-08-11 01:29:26.529000-05:00,6.41015625
174008,0.0,A:0-2,False,False,False,False,False,2022-05-17 16:40:08.546000-05:00,hitchhiker,front-left-left,rev1_side_front,35.71048409999999,-91.1995337,hitchhiker_30,daytime,62bd592d1003d18d194c7b0c,2022-05-17 16:40:08.546000-05:00,0.0078125
92428,0.0,B:2-10,False,False,False,False,False,2022-04-05 12:59:27.348000-05:00,hitchhiker,front-right-right,rev1_side_front,31.965106599999988,-84.01672660000001,hitchhiker_18,daytime,62d872998acb6be1ce344ad3,2022-04-05 12:59:27.348000-05:00,5.6796875
127316,0.0,B:2-10,False,False,False,False,False,2023-02-22 08:54:53.655000-06:00,loamy,front-left-right,rev1_side_front,41.76378069999999,-93.485129,loamy_204,daytime,63f62f45ad0b14ab7fe0375f,2023-02-22 08:54:53.655000-06:00,3.37109375
38238,0.0,A:0-2,False,False,False,False,False,2021-09-24 18:02:03.142000-05:00,loamy,side-right-right,rev1_side_rear,32.360272399999985,-91.9090001,loamy_735,daytime,61ae547bf4dd88a6a9650cb4,2021-09-24 18:02:03.142000-05:00,0.00390625
102179,0.0,B:2-10,False,False,False,False,False,2022-10-10 13:18:10.375000-05:00,peaty,rear-right,rev1_rear,40.24461609999999,-88.4888935,peaty_05,daytime,63471cbb24379b816643b7db,2022-10-10 13:18:10.375000-05:00,8.28515625
