unique_id,id,gt_dust_ratio,total_averaged_dust_conf,total_thresholded_dust_ratio,masked_avg_dust_conf,masked_dust_ratio
636045860f8fe69645c1c855,636045860f8fe69645c1c855,"tensor(0., device='cuda:0')",0.4211,0.0155029296875,,
6305631b6390ef2b2de004cf,6305631b6390ef2b2de004cf,"tensor(0.0569, device='cuda:0')",0.4165,0.0098876953125,,
63263b63079cb4d8e746bec8,63263b63079cb4d8e746bec8,"tensor(0., device='cuda:0')",0.4255,0.0147705078125,,
616f9ae7c151ebb06cd89c0e,616f9ae7c151ebb06cd89c0e,"tensor(0., device='cuda:0')",0.418,0.0155029296875,,
63cf2b448074d7d43436559c,63cf2b448074d7d43436559c,"tensor(0., device='cuda:0')",0.4272,0.0042724609375,,
5df922b480a73f861bc84ae1,5df922b480a73f861bc84ae1,"tensor(0., device='cuda:0')",0.4187,0.0054931640625,,
5f45bb107f2629fe6bec7a4d,5f45bb107f2629fe6bec7a4d,"tensor(0., device='cuda:0')",0.42,0.014892578125,,
61c2f11fd91a769a79dbbc55,61c2f11fd91a769a79dbbc55,"tensor(0., device='cuda:0')",0.4263,0.002197265625,,
5f1f356fe6031dedf8043c42,5f1f356fe6031dedf8043c42,"tensor(0., device='cuda:0')",0.4175,0.0086669921875,,
620c799074a0abe112eff3dc,620c799074a0abe112eff3dc,"tensor(0., device='cuda:0')",0.417,0.0135498046875,,
61bb4948a76291588ee37c24,61bb4948a76291588ee37c24,"tensor(0., device='cuda:0')",0.4153,0.010009765625,,
5df9236f80a73f861bcbc6ab,5df9236f80a73f861bcbc6ab,"tensor(0., device='cuda:0')",0.4211,0.0126953125,,
60412faa8fc7cc7947bc4234,60412faa8fc7cc7947bc4234,"tensor(0., device='cuda:0')",0.4167,0.01123046875,,
5df922d380a73f861bc8a4f0,5df922d380a73f861bc8a4f0,"tensor(0., device='cuda:0')",0.4214,0.009033203125,,
604130d4bf3e29df2fc48056,604130d4bf3e29df2fc48056,"tensor(0., device='cuda:0')",0.4216,0.0103759765625,,
6167133f38c1ced8034c889e,6167133f38c1ced8034c889e,"tensor(0., device='cuda:0')",0.4224,0.0145263671875,,
5fe3e42e254a4d06fc6644c2,5fe3e42e254a4d06fc6644c2,"tensor(0., device='cuda:0')",0.425,0.0069580078125,,
6152b86a9b2f4c0f6ac77592,6152b86a9b2f4c0f6ac77592,"tensor(0., device='cuda:0')",0.4204,0.0155029296875,,
618afd8ce23cc9a9132241bd,618afd8ce23cc9a9132241bd,"tensor(0., device='cuda:0')",0.4229,0.0126953125,,
6168a26c1686314723b88d6e,6168a26c1686314723b88d6e,"tensor(0., device='cuda:0')",0.4214,0.0150146484375,,
62825dae082f7e7f95b93174,62825dae082f7e7f95b93174,"tensor(0., device='cuda:0')",0.4226,0.015380859375,,
5df9270d80a73f861be5b3bb,5df9270d80a73f861be5b3bb,"tensor(0., device='cuda:0')",0.4229,0.0084228515625,,
63934eab7bffb16f7cf84ef1,63934eab7bffb16f7cf84ef1,"tensor(0., device='cuda:0')",0.4255,0.00732421875,,
5e20d68a1be876599fc019ef,5e20d68a1be876599fc019ef,"tensor(0., device='cuda:0')",0.4272,0.0128173828125,,
63915331ceb286e53e8c5aea,63915331ceb286e53e8c5aea,"tensor(0., device='cuda:0')",0.4258,0.0118408203125,,
5f5ffc74b97d2b50779e6b4f,5f5ffc74b97d2b50779e6b4f,"tensor(0., device='cuda:0')",0.4253,0.0147705078125,,
61bb5801be82ac1dd2c85657,61bb5801be82ac1dd2c85657,"tensor(0., device='cuda:0')",0.422,0.0123291015625,,
5f7e1bc49303fb14d5462a79,5f7e1bc49303fb14d5462a79,"tensor(0., device='cuda:0')",0.4182,0.01318359375,,
5f916b55465276d3464183fe,5f916b55465276d3464183fe,"tensor(0., device='cuda:0')",0.4292,0.0145263671875,,
63cf3b882d6c6ab59c6a3484,63cf3b882d6c6ab59c6a3484,"tensor(0., device='cuda:0')",0.4263,0.0101318359375,,
6203a6094324a686e3d20a6f,6203a6094324a686e3d20a6f,"tensor(0.0387, device='cuda:0')",0.4167,0.00048828125,,
6189ed8f275530844d138379,6189ed8f275530844d138379,"tensor(0., device='cuda:0')",0.421,0.01171875,,
5e20d6a1172615bf09f74993,5e20d6a1172615bf09f74993,"tensor(0., device='cuda:0')",0.4268,0.0152587890625,,
635aa68cb26339fce2636505,635aa68cb26339fce2636505,"tensor(0., device='cuda:0')",0.424,0.0137939453125,,
63924cdbcd6a6622d30e5d8b,63924cdbcd6a6622d30e5d8b,"tensor(0., device='cuda:0')",0.4253,0.015869140625,,
5f9776d7da5236364222f321,5f9776d7da5236364222f321,"tensor(0., device='cuda:0')",0.4238,0.0091552734375,,
6019b00cac51b1b68e48eb38,6019b00cac51b1b68e48eb38,"tensor(0., device='cuda:0')",0.4216,0.015380859375,,
61280783b3609d49f906d5cc,61280783b3609d49f906d5cc,"tensor(0., device='cuda:0')",0.4185,0.015380859375,,
5f6189436888666dd556e296,5f6189436888666dd556e296,"tensor(0., device='cuda:0')",0.4263,0.017578125,,
614ebf64423a966f04be1ebb,614ebf64423a966f04be1ebb,"tensor(0., device='cuda:0')",0.4255,0.0189208984375,,
61c304805845520f1d0bed0e,61c304805845520f1d0bed0e,"tensor(0., device='cuda:0')",0.424,0.0133056640625,,
5f485216c599c4add30e99d4,5f485216c599c4add30e99d4,"tensor(0., device='cuda:0')",0.418,0.0068359375,,
611da8452a64aae64664da45,611da8452a64aae64664da45,"tensor(0., device='cuda:0')",0.415,0.0098876953125,,
6284d721c4c0b496f3f02155,6284d721c4c0b496f3f02155,"tensor(0., device='cuda:0')",0.429,0.0159912109375,,
617c98a98649e04d16046990,617c98a98649e04d16046990,"tensor(0., device='cuda:0')",0.4258,0.0169677734375,,
63c74f1dd6a77c0e20afce32,63c74f1dd6a77c0e20afce32,"tensor(0.3895, device='cuda:0')",0.4204,0.0072021484375,,
616927e2321a6fce99a49b1e,616927e2321a6fce99a49b1e,"tensor(0., device='cuda:0')",0.4197,0.0087890625,,
61a58969fdc7abb829a3f9ea,61a58969fdc7abb829a3f9ea,"tensor(0., device='cuda:0')",0.421,0.011474609375,,
616f9dc6769e3a967579446a,616f9dc6769e3a967579446a,"tensor(0., device='cuda:0')",0.4177,0.0155029296875,,
6392caf9e6686d60c13f3e54,6392caf9e6686d60c13f3e54,"tensor(0., device='cuda:0')",0.425,0.005615234375,,
638bd26b712190f589f40556,638bd26b712190f589f40556,"tensor(0., device='cuda:0')",0.4253,0.0133056640625,,
606764ff876286bb4ac7ff56,606764ff876286bb4ac7ff56,"tensor(0., device='cuda:0')",0.4246,0.010498046875,,
5df923b980a73f861bcd263c,5df923b980a73f861bcd263c,"tensor(0., device='cuda:0')",0.4219,0.0089111328125,,
63d0805ca185826633eff2e8,63d0805ca185826633eff2e8,"tensor(0., device='cuda:0')",0.4255,0.0128173828125,,
5f99a982689c3c4973ebfa2b,5f99a982689c3c4973ebfa2b,"tensor(0., device='cuda:0')",0.4224,0.014892578125,,
5f5ac40754b81a73f2544763,5f5ac40754b81a73f2544763,"tensor(0., device='cuda:0')",0.422,0.01123046875,,
638aabfe55584a53548b6c3a,638aabfe55584a53548b6c3a,"tensor(0., device='cuda:0')",0.4243,0.0126953125,,
615ffb153ba37b5498117206,615ffb153ba37b5498117206,"tensor(0., device='cuda:0')",0.421,0.013916015625,,
63d125dbcdb3dd76eb9474d1,63d125dbcdb3dd76eb9474d1,"tensor(0., device='cuda:0')",0.425,0.0074462890625,,
6144cb95b413f888a5aaffdf,6144cb95b413f888a5aaffdf,"tensor(0.1232, device='cuda:0')",0.42,0.015380859375,,
5e20d13c6ab14f40aae20006,5e20d13c6ab14f40aae20006,"tensor(0., device='cuda:0')",0.4268,0.013916015625,,
5fa0b4dda600142cc76498ae,5fa0b4dda600142cc76498ae,"tensor(0., device='cuda:0')",0.428,0.019775390625,,
5f35e74711f92f7c18751aed,5f35e74711f92f7c18751aed,"tensor(0., device='cuda:0')",0.4177,0.0145263671875,,
6203320db6668856b7972cae,6203320db6668856b7972cae,"tensor(0., device='cuda:0')",0.421,0.01171875,,
614ec383235f23c3420b57f8,614ec383235f23c3420b57f8,"tensor(0., device='cuda:0')",0.4272,0.021484375,,
635b5d988b57a1bc25ea5a60,635b5d988b57a1bc25ea5a60,"tensor(0., device='cuda:0')",0.4275,0.0057373046875,,
5f7cb68d69d8834d5b587507,5f7cb68d69d8834d5b587507,"tensor(0., device='cuda:0')",0.4246,0.013916015625,,
5f7af7cc69d8834d5b5577f2,5f7af7cc69d8834d5b5577f2,"tensor(0., device='cuda:0')",0.4263,0.0106201171875,,
616dd41c5f610c99d7cde2e2,616dd41c5f610c99d7cde2e2,"tensor(0., device='cuda:0')",0.422,0.0103759765625,,
61b175202918d423efd9b211,61b175202918d423efd9b211,"tensor(0., device='cuda:0')",0.4238,0.015380859375,,
63052b38ec66653e17dbf9e9,63052b38ec66653e17dbf9e9,"tensor(0., device='cuda:0')",0.4185,0.0074462890625,,
5fdbe730bfa2660907ca750d,5fdbe730bfa2660907ca750d,"tensor(0., device='cuda:0')",0.4248,0.01123046875,,
5f6001ed4c1bf5f0ef27ff57,5f6001ed4c1bf5f0ef27ff57,"tensor(0., device='cuda:0')",0.4246,0.0128173828125,,
61c2dd863bde94d051dece81,61c2dd863bde94d051dece81,"tensor(0., device='cuda:0')",0.4275,0.0029296875,,
60675cbf0ecdf8c3078dadc7,60675cbf0ecdf8c3078dadc7,"tensor(0., device='cuda:0')",0.4263,0.0140380859375,,
618b3558d364c41f032df8ac,618b3558d364c41f032df8ac,"tensor(0., device='cuda:0')",0.416,0.0111083984375,,
63c7697f871f19d0943cdefd,63c7697f871f19d0943cdefd,"tensor(0., device='cuda:0')",0.4268,0.013916015625,,
5df92c1a80a73f861b0ce853,5df92c1a80a73f861b0ce853,"tensor(0., device='cuda:0')",0.4297,0.0167236328125,,
63cf38828ef97934174fa0df,63cf38828ef97934174fa0df,"tensor(0., device='cuda:0')",0.43,0.0089111328125,,
5f5ace36df0b8900e73d32a1,5f5ace36df0b8900e73d32a1,"tensor(0., device='cuda:0')",0.4263,0.012939453125,,
63c794770779250cf0f39148,63c794770779250cf0f39148,"tensor(0., device='cuda:0')",0.4172,0.0128173828125,,
634ec0580910dec7765b1aa8,634ec0580910dec7765b1aa8,"tensor(0., device='cuda:0')",0.4248,0.01513671875,,
63a233d7ca208fbbf43f08f2,63a233d7ca208fbbf43f08f2,"tensor(0., device='cuda:0')",0.428,0.0120849609375,,
638e4c183dbf50f65289af76,638e4c183dbf50f65289af76,"tensor(0., device='cuda:0')",0.4229,0.0128173828125,,
611da9281f553a6ad61cb4b9,611da9281f553a6ad61cb4b9,"tensor(0., device='cuda:0')",0.423,0.0155029296875,,
63988331137076574f33219b,63988331137076574f33219b,"tensor(0., device='cuda:0')",0.4182,0.008544921875,,
5f20d3fdfe847a4211bb0825,5f20d3fdfe847a4211bb0825,"tensor(0., device='cuda:0')",0.4258,0.00341796875,,
638bbaca2c872e46aabe9d75,638bbaca2c872e46aabe9d75,"tensor(0., device='cuda:0')",0.4255,0.0118408203125,,
5f91626525d7d13ca8522534,5f91626525d7d13ca8522534,"tensor(0., device='cuda:0')",0.427,0.014404296875,,
616da62cf5a40e11c9bf0d94,616da62cf5a40e11c9bf0d94,"tensor(0., device='cuda:0')",0.4243,0.0147705078125,,
63d04047656423c4bcaa1a78,63d04047656423c4bcaa1a78,"tensor(0., device='cuda:0')",0.4282,0.005126953125,,
614cfbabfa0bc9ece1e33f2a,614cfbabfa0bc9ece1e33f2a,"tensor(0., device='cuda:0')",0.4229,0.0155029296875,,
5f60004357a4a852f9ffe3ab,5f60004357a4a852f9ffe3ab,"tensor(0., device='cuda:0')",0.4243,0.0133056640625,,
61280ca6d6aa8145b68c3882,61280ca6d6aa8145b68c3882,"tensor(0., device='cuda:0')",0.4182,0.0147705078125,,
639327098ef979341740702d,639327098ef979341740702d,"tensor(0., device='cuda:0')",0.4224,0.0108642578125,,
5eaaf503c4ea4d2df28b6da2,5eaaf503c4ea4d2df28b6da2,"tensor(0., device='cuda:0')",0.428,0.01318359375,,
5f5accc8df0b8900e73d2e99,5f5accc8df0b8900e73d2e99,"tensor(0., device='cuda:0')",0.4219,0.0137939453125,,
63d02f9890a9266522fc5500,63d02f9890a9266522fc5500,"tensor(0., device='cuda:0')",0.427,0.0018310546875,,
63c77f672c7214eb2e5a6fed,63c77f672c7214eb2e5a6fed,"tensor(0.0172, device='cuda:0')",0.4233,0.0118408203125,,
634e87d5d55620c0a146f1b9,634e87d5d55620c0a146f1b9,"tensor(0., device='cuda:0')",0.4216,0.0155029296875,,
615284a20f7787d7ba8395c3,615284a20f7787d7ba8395c3,"tensor(0., device='cuda:0')",0.4163,0.0155029296875,,
635b104a5b12aac093059b8f,635b104a5b12aac093059b8f,"tensor(0., device='cuda:0')",0.4263,0.0145263671875,,
63982ac1b8ee2f5dcd53f402,63982ac1b8ee2f5dcd53f402,"tensor(0., device='cuda:0')",0.426,0.0084228515625,,
5f6164a3fe8915f92e71b6d1,5f6164a3fe8915f92e71b6d1,"tensor(0., device='cuda:0')",0.4229,0.01513671875,,
5f35e633599d0d7fbc84cba9,5f35e633599d0d7fbc84cba9,"tensor(0., device='cuda:0')",0.4207,0.0084228515625,,
63928240cdb3dd76eb8062b5,63928240cdb3dd76eb8062b5,"tensor(0., device='cuda:0')",0.4268,0.01513671875,,
627ed3c1dabe4f0e2fe22a9a,627ed3c1dabe4f0e2fe22a9a,"tensor(0., device='cuda:0')",0.4285,0.0108642578125,,
6398578d4cf9d3b862499084,6398578d4cf9d3b862499084,"tensor(0., device='cuda:0')",0.4265,0.013671875,,
6389ecf855584a53548ad490,6389ecf855584a53548ad490,"tensor(0., device='cuda:0')",0.4226,0.0155029296875,,
63c73b6b5ba9f1d6b5357298,63c73b6b5ba9f1d6b5357298,"tensor(0., device='cuda:0')",0.424,0.0087890625,,
5fdc07e7d9da9fd82455d675,5fdc07e7d9da9fd82455d675,"tensor(0., device='cuda:0')",0.419,0.0079345703125,,
6169375646a3bc3c1b273819,6169375646a3bc3c1b273819,"tensor(0., device='cuda:0')",0.4229,0.00927734375,,
5f7ce46fb41258be1b8bfe6f,5f7ce46fb41258be1b8bfe6f,"tensor(0., device='cuda:0')",0.423,0.0074462890625,,
5fa80be3fadb8221526f38da,5fa80be3fadb8221526f38da,"tensor(0., device='cuda:0')",0.4326,0.0147705078125,,
5f90b5ae6862077159a6bd5f,5f90b5ae6862077159a6bd5f,"tensor(0., device='cuda:0')",0.422,0.0078125,,
5f0cc276c15b6d1289e3a1b8,5f0cc276c15b6d1289e3a1b8,"tensor(0., device='cuda:0')",0.4224,0.0128173828125,,
63a24220213cae0d9bacdb1c,63a24220213cae0d9bacdb1c,"tensor(0., device='cuda:0')",0.425,0.004638671875,,
620c74bb6d095580e59ec284,620c74bb6d095580e59ec284,"tensor(0., device='cuda:0')",0.4275,0.01513671875,,
61c2bba0b86d90ef2ebcb039,61c2bba0b86d90ef2ebcb039,"tensor(0., device='cuda:0')",0.422,0.0155029296875,,
5eaaf400e6b32625fadc4bb2,5eaaf400e6b32625fadc4bb2,"tensor(0., device='cuda:0')",0.4282,0.0118408203125,,
618fcc8c1fa0938ba4fa10ef,618fcc8c1fa0938ba4fa10ef,"tensor(0., device='cuda:0')",0.42,0.0152587890625,,
5fe3d603212657fe81ee8389,5fe3d603212657fe81ee8389,"tensor(0., device='cuda:0')",0.4229,0.015625,,
60c13a8375e6de0cc7f465f7,60c13a8375e6de0cc7f465f7,"tensor(0., device='cuda:0')",0.4272,0.008056640625,,
5f94f6e0a9c913966b99045f,5f94f6e0a9c913966b99045f,"tensor(0., device='cuda:0')",0.4338,0.0169677734375,,
62fe16e920a522dcd2958d94,62fe16e920a522dcd2958d94,"tensor(0., device='cuda:0')",0.426,0.017333984375,,
5f8d255ccc94648f2de52b8e,5f8d255ccc94648f2de52b8e,"tensor(0., device='cuda:0')",0.4277,0.0152587890625,,
5f9cd08fe0522f81cef27425,5f9cd08fe0522f81cef27425,"tensor(0., device='cuda:0')",0.4355,0.0213623046875,,
5f7bb9e84a429b4694d378ee,5f7bb9e84a429b4694d378ee,"tensor(0., device='cuda:0')",0.4253,0.015380859375,,
638ab3b7d5378a6e234b8b57,638ab3b7d5378a6e234b8b57,"tensor(0., device='cuda:0')",0.42,0.011474609375,,
628377d7f168abcc646429da,628377d7f168abcc646429da,"tensor(0., device='cuda:0')",0.428,0.0108642578125,,
5f05047f32a004fab866f6e3,5f05047f32a004fab866f6e3,"tensor(0., device='cuda:0')",0.423,0.015380859375,,
6397f121b019690b3d14ed38,6397f121b019690b3d14ed38,"tensor(0., device='cuda:0')",0.4302,0.0164794921875,,
638f50134b0862ebf739d9a7,638f50134b0862ebf739d9a7,"tensor(0., device='cuda:0')",0.4224,0.0115966796875,,
627ffb16de36c8ed04a96020,627ffb16de36c8ed04a96020,"tensor(0., device='cuda:0')",0.429,0.0155029296875,,
5fd109c93ed22aaee2dd57fe,5fd109c93ed22aaee2dd57fe,"tensor(0., device='cuda:0')",0.4219,0.0145263671875,,
5f980993fd28329e2429ea81,5f980993fd28329e2429ea81,"tensor(0., device='cuda:0')",0.4258,0.0166015625,,
5df9238180a73f861bcc0153,5df9238180a73f861bcc0153,"tensor(0., device='cuda:0')",0.4216,0.014892578125,,
5df923b980a73f861bcd1a45,5df923b980a73f861bcd1a45,"tensor(0., device='cuda:0')",0.4238,0.013916015625,,
63d0491bbae78121b236e7a5,63d0491bbae78121b236e7a5,"tensor(0., device='cuda:0')",0.4287,0.0145263671875,,
5fa1c7a3360944c65be454d2,5fa1c7a3360944c65be454d2,"tensor(0., device='cuda:0')",0.424,0.0140380859375,,
62862982d9006fc5ba543d25,62862982d9006fc5ba543d25,"tensor(0., device='cuda:0')",0.428,0.0118408203125,,
616db20cc9dfd5db2be030b0,616db20cc9dfd5db2be030b0,"tensor(0., device='cuda:0')",0.4192,0.0133056640625,,
6402044867d4d639d7bc0293,6402044867d4d639d7bc0293,"tensor(0., device='cuda:0')",0.4255,0.0150146484375,,
5df9a35338979dfaa45a7ed9,5df9a35338979dfaa45a7ed9,"tensor(0., device='cuda:0')",0.4219,0.008544921875,,
5df920ba80a73f861bc11d34,5df920ba80a73f861bc11d34,"tensor(0., device='cuda:0')",0.4238,0.0133056640625,,
611da1ea1b36a7049811c842,611da1ea1b36a7049811c842,"tensor(0., device='cuda:0')",0.4197,0.0155029296875,,
5f0cca2eb671317cfe8e36c4,5f0cca2eb671317cfe8e36c4,"tensor(0., device='cuda:0')",0.4214,0.01171875,,
634de8dca9871338f8349d11,634de8dca9871338f8349d11,"tensor(0., device='cuda:0')",0.4243,0.0103759765625,,
6338d36e6ae567d9d037ddc3,6338d36e6ae567d9d037ddc3,"tensor(0., device='cuda:0')",0.4167,0.01123046875,,
5f5ac36f2aa7f779740f5164,5f5ac36f2aa7f779740f5164,"tensor(0., device='cuda:0')",0.4219,0.012451171875,,
6283e72c3183f5dba9644c6b,6283e72c3183f5dba9644c6b,"tensor(0., device='cuda:0')",0.428,0.011474609375,,
63a2ae4fb8ee2f5dcd568139,63a2ae4fb8ee2f5dcd568139,"tensor(0., device='cuda:0')",0.4246,0.0047607421875,,
5df9a4ce38979dfaa460f5ba,5df9a4ce38979dfaa460f5ba,"tensor(0., device='cuda:0')",0.4277,0.0166015625,,
5f9d8ecd8e00e5da96be6bb5,5f9d8ecd8e00e5da96be6bb5,"tensor(0., device='cuda:0')",0.4238,0.0074462890625,,
61bb45fdd257c55cbb97f1ef,61bb45fdd257c55cbb97f1ef,"tensor(0., device='cuda:0')",0.4211,0.013916015625,,
5f9d70a9a5ca02a38eabed36,5f9d70a9a5ca02a38eabed36,"tensor(0., device='cuda:0')",0.425,0.00390625,,
636958f25193df501ad2ec9e,636958f25193df501ad2ec9e,"tensor(0., device='cuda:0')",0.4294,0.013916015625,,
638b17a031e44c1ff5333fda,638b17a031e44c1ff5333fda,"tensor(0., device='cuda:0')",0.427,0.0146484375,,
